data,bairro,tipo_crime,quantidade,zona,fonte,latitude,longitude,observacoes
2024-12-28,Vila Jardim,Lesão corporal,,Leste,Modelo UFRGS (estimado),-30.11681200759855,-51.15138787348874,Dados estimados baseados no modelo UFRGS para Vila Jardim
2024-12-28,Extrema,Roubo,,Oeste,Modelo UFRGS (estimado),-29.97804010214272,-51.206018862898446,Dados estimados baseados no modelo UFRGS para Extrema
2024-12-28,Santa Maria Goretti,Furto,,Norte,Modelo UFRGS (estimado),-30.018723033966992,-51.205089812312806,Dados estimados baseados no modelo UFRGS para Santa Maria Goretti
2024-12-28,Farroupilha,Violência doméstica,1.0,Norte,Dataset Original,,,
2024-12-28,Rio Branco,Estelionato,1.0,Norte,Dataset Original,,,
2024-12-28,Fazenda São Borja,Outros,,Leste,Modelo UFRGS (estimado),-30.09626881220168,-51.14313189910725,Dados estimados baseados no modelo UFRGS para Fazenda São Borja
2024-12-29,Estância Velha,Roubo de veículo,,Leste,Modelo UFRGS (estimado),-30.11000263015845,-51.243504744568575,Dados estimados baseados no modelo UFRGS para Estância Velha
2024-12-29,Chácara do Banco,Lesão corporal,,Oeste,Modelo UFRGS (estimado),-29.976249070041955,-51.27672278795129,Dados estimados baseados no modelo UFRGS para Chácara do Banco
2024-12-29,São Sebastião,Estelionato,,Leste,Modelo UFRGS (estimado),-29.988315792663155,-51.20170813684744,Dados estimados baseados no modelo UFRGS para São Sebastião
2024-12-29,Dois Irmãos,Lesão corporal,,Oeste,Modelo UFRGS (estimado),-30.06523940403389,-51.27396547898273,Dados estimados baseados no modelo UFRGS para Dois Irmãos
2024-12-29,Centro Histórico,Latrocínio,1.0,Centro,Dataset Original,,,
2024-12-29,Passo da Areia,Roubo,,Norte,Modelo UFRGS (estimado),-30.05207065043425,-51.15840463163861,Dados estimados baseados no modelo UFRGS para Passo da Areia
2024-12-29,Moinhos de Vento,Furto qualificado,1.0,Norte,Dataset Original,,,
2024-12-29,Vila Jardim,Roubo de veículo,,Leste,Modelo UFRGS (estimado),-30.00667462263661,-51.2035891228991,Dados estimados baseados no modelo UFRGS para Vila Jardim
2024-12-30,Cidade Baixa,Ameaça,1.0,Centro,Dataset Original,,,
2024-12-30,Praia de Belas,Lesão corporal,1.0,Centro,Dataset Original,,,
2024-12-30,Vila Jardim,Roubo de veículo,,Leste,Modelo UFRGS (estimado),-29.983122971782063,-51.21903576512052,Dados estimados baseados no modelo UFRGS para Vila Jardim
2024-12-30,Passo da Areia,Ameaça,,Norte,Modelo UFRGS (estimado),-30.038787147311616,-51.21655532270803,Dados estimados baseados no modelo UFRGS para Passo da Areia
2024-12-31,Santa Rosa de Lima,Roubo de veículo,,Norte,Modelo UFRGS (estimado),-30.015366849679584,-51.15974782018627,Dados estimados baseados no modelo UFRGS para Santa Rosa de Lima
2024-12-31,Jardim Itu,Homicídio,,Norte,Modelo UFRGS (estimado),-30.02538020218935,-51.28084071502126,Dados estimados baseados no modelo UFRGS para Jardim Itu
2024-12-31,Santa Tereza,Roubo de veículo,,Norte,Modelo UFRGS (estimado),-30.03957493028572,-51.30359164179692,Dados estimados baseados no modelo UFRGS para Santa Tereza
2024-12-31,Porto Alegre (Geral),Furto de celular,4296.0,Geral,SSP-RS (consolidado 2024),-30.0346,-51.2177,Redução de 16% vs 2023 (5.101 casos)
2024-12-31,Teresópolis,Outros,,Sul,Modelo UFRGS (estimado),-30.04712791908975,-51.2046411714381,Dados estimados baseados no modelo UFRGS para Teresópolis
2024-12-31,Vila Jardim,Roubo,,Leste,Modelo UFRGS (estimado),-29.973829818966298,-51.19427670703083,Dados estimados baseados no modelo UFRGS para Vila Jardim
2024-12-31,Porto Alegre (Geral),Homicídio,172.0,Geral,SSP-RS (consolidado 2024),-30.0346,-51.2177,Redução de 35% vs 2023 (265 casos)
2024-12-31,Porto Alegre (Geral),Latrocínio,4.0,Geral,SSP-RS (consolidado 2024),-30.0346,-51.2177,Redução de 43% vs 2023 (7 casos)
2024-12-31,Porto Alegre (Geral),Roubo a pedestre,7292.0,Geral,SSP-RS (consolidado 2024),-30.0346,-51.2177,Redução de 44% vs 2023 (12.907 casos)
2024-12-31,Santa Tereza,Homicídio,,Norte,Modelo UFRGS (estimado),-30.086361216797584,-51.118284099343,Dados estimados baseados no modelo UFRGS para Santa Tereza
2024-12-31,Porto Alegre (Geral),Roubo de veículo,1144.0,Geral,SSP-RS (consolidado 2024),-30.0346,-51.2177,"Taxa de 78,4 por 100 mil veículos - redução de 49% vs 2023"
2024-12-31,Getúlio Vargas,Lesão corporal,,Leste,Modelo UFRGS (estimado),-29.984483123911367,-51.28208836233661,Dados estimados baseados no modelo UFRGS para Getúlio Vargas
2024-12-31,Coronel Marcos,Furto,,Leste,Modelo UFRGS (estimado),-29.97346050152787,-51.31071072546009,Dados estimados baseados no modelo UFRGS para Coronel Marcos
2024-12-31,Bom Fim,Roubo de veículo,1.0,Norte,Dataset Original,,,
2024-12-31,Centro Histórico,Sequestro,1.0,Centro,Dataset Original,,,
2025-01-01,Centro Histórico,Furto simples,1.0,Centro,Dataset Original,,,
2025-01-01,Centro Histórico,Violência doméstica,1.0,Centro,Dataset Original,,,
2025-01-01,Mont Serrat,Extorsão,1.0,Norte,Dataset Original,,,
2025-01-01,Petrópolis,Violência doméstica,1.0,Norte,Dataset Original,,,
2025-01-01,Santana,Roubo de veículo,1.0,Norte,Dataset Original,,,
2025-01-02,Partenon,Violência doméstica,1.0,Leste,Dataset Original,,,
2025-01-02,Menino Deus,Furto qualificado,1.0,Centro,Dataset Original,,,
2025-01-02,Centro Histórico,Furto de celular,1.0,Centro,Dataset Original,,,
2025-01-02,Floresta,Sequestro,1.0,Centro,Dataset Original,,,
2025-01-02,Menino Deus,Extorsão,1.0,Centro,Dataset Original,,,
2025-01-03,Moinhos de Vento,Extorsão,1.0,Norte,Dataset Original,,,
2025-01-04,Centro Histórico,Estelionato,1.0,Centro,Dataset Original,,,
2025-01-04,Farroupilha,Lesão corporal,1.0,Norte,Dataset Original,,,
2025-01-04,Petrópolis,Furto qualificado,1.0,Norte,Dataset Original,,,
2025-01-05,Moinhos de Vento,Homicídio,1.0,Norte,Dataset Original,,,
2025-01-05,Menino Deus,Latrocínio,1.0,Centro,Dataset Original,,,
2025-01-05,Lomba do Pinheiro,Extorsão,1.0,Leste,Dataset Original,,,
2025-01-05,Lomba do Pinheiro,Furto simples,2.0,Leste,Dataset Original,,,
2025-01-06,Moinhos de Vento,Homicídio,1.0,Norte,Dataset Original,,,
2025-01-07,Menino Deus,Ameaça,1.0,Centro,Dataset Original,,,
2025-01-07,Mont Serrat,Furto de celular,1.0,Norte,Dataset Original,,,
2025-01-07,Praia de Belas,Latrocínio,1.0,Centro,Dataset Original,,,
2025-01-07,Sarandi,Lesão corporal,1.0,Norte,Dataset Original,,,
2025-01-08,Floresta,Extorsão,1.0,Centro,Dataset Original,,,
2025-01-08,Santana,Extorsão,1.0,Norte,Dataset Original,,,
2025-01-09,Mont Serrat,Roubo a estabelecimento,1.0,Norte,Dataset Original,,,
2025-01-10,Farroupilha,Furto de celular,1.0,Norte,Dataset Original,,,
2025-01-11,Menino Deus,Tráfico de drogas,1.0,Centro,Dataset Original,,,
2025-01-11,Rio Branco,Ameaça,1.0,Norte,Dataset Original,,,
2025-01-11,Sarandi,Extorsão,1.0,Norte,Dataset Original,,,
2025-01-11,Sarandi,Homicídio,1.0,Norte,Dataset Original,,,
2025-01-11,Sarandi,Latrocínio,1.0,Norte,Dataset Original,,,
2025-01-12,Rio Branco,Furto de celular,1.0,Norte,Dataset Original,,,
2025-01-12,Restinga,Furto simples,1.0,Sul,Dataset Original,,,
2025-01-12,Rio Branco,Lesão corporal,1.0,Norte,Dataset Original,,,
2025-01-12,Bom Fim,Lesão corporal,1.0,Norte,Dataset Original,,,
2025-01-12,Cidade Baixa,Homicídio,1.0,Centro,Dataset Original,,,
2025-01-13,Mont Serrat,Homicídio,1.0,Norte,Dataset Original,,,
2025-01-13,Petrópolis,Roubo de veículo,1.0,Norte,Dataset Original,,,
2025-01-13,Praia de Belas,Violência doméstica,1.0,Centro,Dataset Original,,,
2025-01-13,Santana,Estelionato,1.0,Norte,Dataset Original,,,
2025-01-14,Floresta,Estelionato,1.0,Centro,Dataset Original,,,
2025-01-14,Floresta,Homicídio,1.0,Centro,Dataset Original,,,
2025-01-15,Santana,Tráfico de drogas,1.0,Norte,Dataset Original,,,
2025-01-15,Restinga,Furto qualificado,1.0,Sul,Dataset Original,,,
2025-01-15,Petrópolis,Tráfico de drogas,1.0,Norte,Dataset Original,,,
2025-01-15,Centro Histórico,Lesão corporal,1.0,Centro,Dataset Original,,,
2025-01-15,Petrópolis,Violência doméstica,1.0,Norte,Dataset Original,,,
2025-01-16,Centro Histórico,Furto de celular,1.0,Centro,Dataset Original,,,
2025-01-16,Lomba do Pinheiro,Roubo a estabelecimento,1.0,Leste,Dataset Original,,,
2025-01-16,Lomba do Pinheiro,Roubo a pedestre,1.0,Leste,Dataset Original,,,
2025-01-16,Petrópolis,Latrocínio,1.0,Norte,Dataset Original,,,
2025-01-16,Sarandi,Violência doméstica,1.0,Norte,Dataset Original,,,
2025-01-17,Cidade Baixa,Latrocínio,1.0,Centro,Dataset Original,,,
2025-01-17,Moinhos de Vento,Extorsão,1.0,Norte,Dataset Original,,,
2025-01-18,Cidade Baixa,Roubo a estabelecimento,1.0,Centro,Dataset Original,,,
2025-01-18,Cidade Baixa,Furto de celular,1.0,Centro,Dataset Original,,,
2025-01-19,Menino Deus,Sequestro,1.0,Centro,Dataset Original,,,
2025-01-20,Floresta,Roubo de veículo,1.0,Centro,Dataset Original,,,
2025-01-20,Menino Deus,Roubo a pedestre,1.0,Centro,Dataset Original,,,
2025-01-20,Praia de Belas,Extorsão,1.0,Centro,Dataset Original,,,
2025-01-20,Santana,Ameaça,1.0,Norte,Dataset Original,,,
2025-01-20,Santana,Roubo a pedestre,1.0,Norte,Dataset Original,,,
2025-01-21,Restinga,Roubo de veículo,1.0,Sul,Dataset Original,,,
2025-01-21,Floresta,Estelionato,1.0,Centro,Dataset Original,,,
2025-01-21,Petrópolis,Sequestro,1.0,Norte,Dataset Original,,,
2025-01-22,Sarandi,Homicídio,1.0,Norte,Dataset Original,,,
2025-01-22,Mont Serrat,Sequestro,1.0,Norte,Dataset Original,,,
2025-01-22,Floresta,Furto simples,1.0,Centro,Dataset Original,,,
2025-01-22,Lomba do Pinheiro,Roubo a estabelecimento,1.0,Leste,Dataset Original,,,
2025-01-23,Menino Deus,Homicídio,1.0,Centro,Dataset Original,,,
2025-01-23,Restinga,Roubo a estabelecimento,1.0,Sul,Dataset Original,,,
2025-01-23,Rio Branco,Ameaça,1.0,Norte,Dataset Original,,,
2025-01-23,Santana,Sequestro,1.0,Norte,Dataset Original,,,
2025-01-24,Praia de Belas,Ameaça,1.0,Centro,Dataset Original,,,
2025-01-24,Rio Branco,Violência doméstica,1.0,Norte,Dataset Original,,,
2025-01-25,Lomba do Pinheiro,Estelionato,1.0,Leste,Dataset Original,,,
2025-01-26,Praia de Belas,Furto qualificado,1.0,Centro,Dataset Original,,,
2025-01-26,Rio Branco,Tráfico de drogas,1.0,Norte,Dataset Original,,,
2025-01-26,Menino Deus,Latrocínio,1.0,Centro,Dataset Original,,,
2025-01-26,Cidade Baixa,Roubo de veículo,1.0,Centro,Dataset Original,,,
2025-01-27,Floresta,Roubo de veículo,1.0,Centro,Dataset Original,,,
2025-01-27,Centro Histórico,Sequestro,1.0,Centro,Dataset Original,,,
2025-01-28,Rio Branco,Furto de veículo,1.0,Norte,Dataset Original,,,
2025-01-28,Rio Branco,Lesão corporal,1.0,Norte,Dataset Original,,,
2025-01-28,Santana,Furto de veículo,1.0,Norte,Dataset Original,,,
2025-01-28,Floresta,Furto qualificado,1.0,Centro,Dataset Original,,,
2025-01-29,Menino Deus,Furto de celular,1.0,Centro,Dataset Original,,,
2025-01-29,Mont Serrat,Roubo a pedestre,1.0,Norte,Dataset Original,,,
2025-01-29,Petrópolis,Ameaça,1.0,Norte,Dataset Original,,,
2025-01-30,Floresta,Furto de veículo,1.0,Centro,Dataset Original,,,
2025-01-30,Menino Deus,Extorsão,1.0,Centro,Dataset Original,,,
2025-01-30,Menino Deus,Tráfico de drogas,1.0,Centro,Dataset Original,,,
2025-01-31,Praia de Belas,Violência doméstica,1.0,Centro,Dataset Original,,,
2025-01-31,Restinga,Estelionato,1.0,Sul,Dataset Original,,,
2025-01-31,Mont Serrat,Ameaça,1.0,Norte,Dataset Original,,,
2025-01-31,Centro Histórico,Tráfico de drogas,1.0,Centro,Dataset Original,,,
2025-01-31,Petrópolis,Furto de veículo,1.0,Norte,Dataset Original,,,
2025-02-01,Cidade Baixa,Lesão corporal,1.0,Centro,Dataset Original,,,
2025-02-02,Moinhos de Vento,Furto de veículo,1.0,Norte,Dataset Original,,,
2025-02-02,Petrópolis,Estelionato,1.0,Norte,Dataset Original,,,
2025-02-02,Petrópolis,Furto de veículo,1.0,Norte,Dataset Original,,,
2025-02-03,Restinga,Roubo a estabelecimento,1.0,Sul,Dataset Original,,,
2025-02-04,Moinhos de Vento,Furto de veículo,1.0,Norte,Dataset Original,,,
2025-02-04,Praia de Belas,Homicídio,1.0,Centro,Dataset Original,,,
2025-02-04,Santana,Roubo a pedestre,1.0,Norte,Dataset Original,,,
2025-02-04,Sarandi,Furto qualificado,1.0,Norte,Dataset Original,,,
2025-02-05,Floresta,Homicídio,1.0,Centro,Dataset Original,,,
2025-02-05,Menino Deus,Tráfico de drogas,1.0,Centro,Dataset Original,,,
2025-02-06,Mont Serrat,Furto de celular,1.0,Norte,Dataset Original,,,
2025-02-06,Partenon,Furto simples,1.0,Leste,Dataset Original,,,
2025-02-06,Cidade Baixa,Violência doméstica,1.0,Centro,Dataset Original,,,
2025-02-06,Lomba do Pinheiro,Homicídio,1.0,Leste,Dataset Original,,,
2025-02-07,Petrópolis,Tráfico de drogas,1.0,Norte,Dataset Original,,,
2025-02-08,Bom Fim,Sequestro,1.0,Norte,Dataset Original,,,
2025-02-08,Menino Deus,Lesão corporal,1.0,Centro,Dataset Original,,,
2025-02-08,Restinga,Homicídio,1.0,Sul,Dataset Original,,,
2025-02-09,Farroupilha,Homicídio,1.0,Norte,Dataset Original,,,
2025-02-09,Mont Serrat,Roubo de veículo,2.0,Norte,Dataset Original,,,
2025-02-09,Sarandi,Violência doméstica,1.0,Norte,Dataset Original,,,
2025-02-10,Rio Branco,Extorsão,1.0,Norte,Dataset Original,,,
2025-02-10,Moinhos de Vento,Violência doméstica,1.0,Norte,Dataset Original,,,
2025-02-10,Praia de Belas,Ameaça,1.0,Centro,Dataset Original,,,
2025-02-11,Centro Histórico,Extorsão,1.0,Centro,Dataset Original,,,
2025-02-11,Lomba do Pinheiro,Furto de veículo,1.0,Leste,Dataset Original,,,
2025-02-11,Moinhos de Vento,Furto de celular,1.0,Norte,Dataset Original,,,
2025-02-12,Lomba do Pinheiro,Roubo a estabelecimento,1.0,Leste,Dataset Original,,,
2025-02-13,Santana,Latrocínio,1.0,Norte,Dataset Original,,,
2025-02-13,Rio Branco,Furto de celular,1.0,Norte,Dataset Original,,,
2025-02-13,Menino Deus,Estelionato,1.0,Centro,Dataset Original,,,
2025-02-13,Praia de Belas,Furto simples,1.0,Centro,Dataset Original,,,
2025-02-13,Praia de Belas,Roubo a pedestre,1.0,Centro,Dataset Original,,,
2025-02-14,Centro Histórico,Homicídio,1.0,Centro,Dataset Original,,,
2025-02-14,Restinga,Roubo a estabelecimento,1.0,Sul,Dataset Original,,,
2025-02-15,Cidade Baixa,Roubo de veículo,1.0,Centro,Dataset Original,,,
2025-02-15,Lomba do Pinheiro,Sequestro,1.0,Leste,Dataset Original,,,
2025-02-15,Petrópolis,Roubo a estabelecimento,1.0,Norte,Dataset Original,,,
2025-02-15,Santana,Furto qualificado,1.0,Norte,Dataset Original,,,
2025-02-16,Bom Fim,Furto qualificado,1.0,Norte,Dataset Original,,,
2025-02-16,Cidade Baixa,Homicídio,1.0,Centro,Dataset Original,,,
2025-02-16,Partenon,Sequestro,1.0,Leste,Dataset Original,,,
2025-02-17,Santana,Furto de veículo,1.0,Norte,Dataset Original,,,
2025-02-18,Restinga,Furto de veículo,1.0,Sul,Dataset Original,,,
2025-02-18,Praia de Belas,Furto simples,1.0,Centro,Dataset Original,,,
2025-02-18,Bom Fim,Furto de celular,1.0,Norte,Dataset Original,,,
2025-02-19,Sarandi,Furto de celular,1.0,Norte,Dataset Original,,,
2025-02-19,Santana,Roubo a pedestre,1.0,Norte,Dataset Original,,,
2025-02-19,Farroupilha,Tráfico de drogas,1.0,Norte,Dataset Original,,,
2025-02-19,Mont Serrat,Sequestro,1.0,Norte,Dataset Original,,,
2025-02-19,Partenon,Furto de veículo,1.0,Leste,Dataset Original,,,
2025-02-20,Floresta,Tráfico de drogas,1.0,Centro,Dataset Original,,,
2025-02-20,Praia de Belas,Furto qualificado,1.0,Centro,Dataset Original,,,
2025-02-20,Sarandi,Furto de veículo,1.0,Norte,Dataset Original,,,
2025-02-20,Cidade Baixa,Furto de veículo,1.0,Centro,Dataset Original,,,
2025-02-21,Lomba do Pinheiro,Estelionato,1.0,Leste,Dataset Original,,,
2025-02-21,Moinhos de Vento,Estelionato,1.0,Norte,Dataset Original,,,
2025-02-21,Sarandi,Furto qualificado,1.0,Norte,Dataset Original,,,
2025-02-22,Centro Histórico,Furto simples,1.0,Centro,Dataset Original,,,
2025-02-22,Lomba do Pinheiro,Violência doméstica,1.0,Leste,Dataset Original,,,
2025-02-22,Santana,Roubo a pedestre,1.0,Norte,Dataset Original,,,
2025-02-23,Restinga,Homicídio,1.0,Sul,Dataset Original,,,
2025-02-23,Petrópolis,Ameaça,1.0,Norte,Dataset Original,,,
2025-02-23,Lomba do Pinheiro,Roubo de veículo,1.0,Leste,Dataset Original,,,
2025-02-23,Floresta,Roubo a estabelecimento,1.0,Centro,Dataset Original,,,
2025-02-23,Menino Deus,Homicídio,1.0,Centro,Dataset Original,,,
2025-02-24,Moinhos de Vento,Furto simples,1.0,Norte,Dataset Original,,,
2025-02-24,Petrópolis,Furto de veículo,1.0,Norte,Dataset Original,,,
2025-02-24,Rio Branco,Furto de celular,1.0,Norte,Dataset Original,,,
2025-02-24,Rio Branco,Tráfico de drogas,1.0,Norte,Dataset Original,,,
2025-02-24,Santana,Roubo a estabelecimento,1.0,Norte,Dataset Original,,,
2025-02-25,Bom Fim,Roubo a pedestre,1.0,Norte,Dataset Original,,,
2025-02-25,Floresta,Tráfico de drogas,1.0,Centro,Dataset Original,,,
2025-02-25,Rio Branco,Ameaça,1.0,Norte,Dataset Original,,,
2025-02-25,Santana,Roubo a pedestre,1.0,Norte,Dataset Original,,,
2025-02-26,Santana,Furto simples,1.0,Norte,Dataset Original,,,
2025-02-26,Praia de Belas,Estelionato,1.0,Centro,Dataset Original,,,
2025-02-26,Floresta,Furto simples,1.0,Centro,Dataset Original,,,
2025-02-26,Bom Fim,Furto de veículo,1.0,Norte,Dataset Original,,,
2025-02-26,Lomba do Pinheiro,Sequestro,1.0,Leste,Dataset Original,,,
2025-02-27,Cidade Baixa,Sequestro,1.0,Centro,Dataset Original,,,
2025-02-27,Farroupilha,Homicídio,1.0,Norte,Dataset Original,,,
2025-02-27,Rio Branco,Latrocínio,1.0,Norte,Dataset Original,,,
2025-02-27,Santana,Estelionato,1.0,Norte,Dataset Original,,,
2025-02-27,Santana,Furto de celular,1.0,Norte,Dataset Original,,,
2025-02-28,Bom Fim,Furto de veículo,1.0,Norte,Dataset Original,,,
2025-02-28,Praia de Belas,Homicídio,1.0,Centro,Dataset Original,,,
2025-03-01,Centro Histórico,Sequestro,1.0,Centro,Dataset Original,,,
2025-03-01,Floresta,Furto de veículo,1.0,Centro,Dataset Original,,,
2025-03-01,Lomba do Pinheiro,Roubo a pedestre,1.0,Leste,Dataset Original,,,
2025-03-02,Moinhos de Vento,Violência doméstica,1.0,Norte,Dataset Original,,,
2025-03-03,Santana,Furto simples,1.0,Norte,Dataset Original,,,
2025-03-03,Restinga,Extorsão,1.0,Sul,Dataset Original,,,
2025-03-04,Sarandi,Roubo de veículo,1.0,Norte,Dataset Original,,,
2025-03-05,Bom Fim,Ameaça,1.0,Norte,Dataset Original,,,
2025-03-05,Cidade Baixa,Estelionato,1.0,Centro,Dataset Original,,,
2025-03-05,Menino Deus,Lesão corporal,1.0,Centro,Dataset Original,,,
2025-03-06,Lomba do Pinheiro,Latrocínio,1.0,Leste,Dataset Original,,,
2025-03-06,Menino Deus,Furto qualificado,1.0,Centro,Dataset Original,,,
2025-03-06,Moinhos de Vento,Furto de veículo,1.0,Norte,Dataset Original,,,
2025-03-06,Mont Serrat,Extorsão,1.0,Norte,Dataset Original,,,
2025-03-07,Petrópolis,Latrocínio,1.0,Norte,Dataset Original,,,
2025-03-08,Farroupilha,Sequestro,1.0,Norte,Dataset Original,,,
2025-03-09,Partenon,Furto simples,1.0,Leste,Dataset Original,,,
2025-03-09,Praia de Belas,Tráfico de drogas,1.0,Centro,Dataset Original,,,
2025-03-09,Santana,Estelionato,1.0,Norte,Dataset Original,,,
2025-03-10,Petrópolis,Ameaça,1.0,Norte,Dataset Original,,,
2025-03-10,Lomba do Pinheiro,Extorsão,1.0,Leste,Dataset Original,,,
2025-03-10,Farroupilha,Roubo a estabelecimento,1.0,Norte,Dataset Original,,,
2025-03-11,Mont Serrat,Roubo a pedestre,1.0,Norte,Dataset Original,,,
2025-03-11,Petrópolis,Homicídio,1.0,Norte,Dataset Original,,,
2025-03-11,Santana,Furto qualificado,1.0,Norte,Dataset Original,,,
2025-03-12,Mont Serrat,Homicídio,1.0,Norte,Dataset Original,,,
2025-03-12,Rio Branco,Furto simples,1.0,Norte,Dataset Original,,,
2025-03-12,Bom Fim,Sequestro,1.0,Norte,Dataset Original,,,
2025-03-12,Bom Fim,Furto qualificado,1.0,Norte,Dataset Original,,,
2025-03-12,Lomba do Pinheiro,Latrocínio,1.0,Leste,Dataset Original,,,
2025-03-13,Farroupilha,Tráfico de drogas,1.0,Norte,Dataset Original,,,
2025-03-13,Floresta,Extorsão,1.0,Centro,Dataset Original,,,
2025-03-13,Partenon,Lesão corporal,1.0,Leste,Dataset Original,,,
2025-03-13,Rio Branco,Furto qualificado,1.0,Norte,Dataset Original,,,
2025-03-14,Menino Deus,Lesão corporal,1.0,Centro,Dataset Original,,,
2025-03-14,Mont Serrat,Estelionato,1.0,Norte,Dataset Original,,,
2025-03-15,Santana,Latrocínio,1.0,Norte,Dataset Original,,,
2025-03-15,Partenon,Ameaça,1.0,Leste,Dataset Original,,,
2025-03-15,Bom Fim,Furto de veículo,1.0,Norte,Dataset Original,,,
2025-03-15,Restinga,Latrocínio,1.0,Sul,Dataset Original,,,
2025-03-16,Cidade Baixa,Sequestro,1.0,Centro,Dataset Original,,,
2025-03-16,Farroupilha,Violência doméstica,1.0,Norte,Dataset Original,,,
2025-03-16,Floresta,Extorsão,1.0,Centro,Dataset Original,,,
2025-03-17,Centro Histórico,Estelionato,1.0,Centro,Dataset Original,,,
2025-03-18,Bom Fim,Furto de celular,1.0,Norte,Dataset Original,,,
2025-03-18,Partenon,Furto simples,1.0,Leste,Dataset Original,,,
2025-03-19,Floresta,Estelionato,1.0,Centro,Dataset Original,,,
2025-03-19,Mont Serrat,Sequestro,1.0,Norte,Dataset Original,,,
2025-03-19,Sarandi,Roubo a estabelecimento,1.0,Norte,Dataset Original,,,
2025-03-20,Moinhos de Vento,Roubo de veículo,1.0,Norte,Dataset Original,,,
2025-03-20,Partenon,Ameaça,1.0,Leste,Dataset Original,,,
2025-03-21,Floresta,Roubo a estabelecimento,1.0,Centro,Dataset Original,,,
2025-03-22,Sarandi,Lesão corporal,1.0,Norte,Dataset Original,,,
2025-03-22,Rio Branco,Furto simples,1.0,Norte,Dataset Original,,,
2025-03-22,Menino Deus,Furto de veículo,1.0,Centro,Dataset Original,,,
2025-03-22,Floresta,Furto simples,1.0,Centro,Dataset Original,,,
2025-03-22,Partenon,Ameaça,1.0,Leste,Dataset Original,,,
2025-03-23,Cidade Baixa,Furto qualificado,1.0,Centro,Dataset Original,,,
2025-03-23,Restinga,Ameaça,1.0,Sul,Dataset Original,,,
2025-03-24,Lomba do Pinheiro,Estelionato,1.0,Leste,Dataset Original,,,
2025-03-24,Lomba do Pinheiro,Extorsão,1.0,Leste,Dataset Original,,,
2025-03-24,Santana,Latrocínio,1.0,Norte,Dataset Original,,,
2025-03-25,Centro Histórico,Ameaça,1.0,Centro,Dataset Original,,,
2025-03-26,Moinhos de Vento,Furto qualificado,1.0,Norte,Dataset Original,,,
2025-03-27,Lomba do Pinheiro,Sequestro,1.0,Leste,Dataset Original,,,
2025-03-27,Sarandi,Tráfico de drogas,1.0,Norte,Dataset Original,,,
2025-03-28,Rio Branco,Homicídio,1.0,Norte,Dataset Original,,,
2025-03-28,Santana,Ameaça,1.0,Norte,Dataset Original,,,
2025-03-28,Petrópolis,Homicídio,1.0,Norte,Dataset Original,,,
2025-03-28,Moinhos de Vento,Furto de celular,1.0,Norte,Dataset Original,,,
2025-03-28,Petrópolis,Tráfico de drogas,1.0,Norte,Dataset Original,,,
2025-03-29,Cidade Baixa,Roubo de veículo,1.0,Centro,Dataset Original,,,
2025-03-30,Moinhos de Vento,Homicídio,1.0,Norte,Dataset Original,,,
2025-03-31,Praia de Belas,Furto qualificado,1.0,Centro,Dataset Original,,,
2025-03-31,Restinga,Extorsão,1.0,Sul,Dataset Original,,,
2025-03-31,Centro Histórico,Violência doméstica,1.0,Centro,Dataset Original,,,
2025-03-31,Bom Fim,Roubo a estabelecimento,1.0,Norte,Dataset Original,,,
2025-03-31,Lomba do Pinheiro,Furto de veículo,1.0,Leste,Dataset Original,,,
2025-04-01,Moinhos de Vento,Roubo a estabelecimento,1.0,Norte,Dataset Original,,,
2025-04-01,Partenon,Homicídio,1.0,Leste,Dataset Original,,,
2025-04-01,Praia de Belas,Roubo a estabelecimento,1.0,Centro,Dataset Original,,,
2025-04-01,Praia de Belas,Roubo de veículo,1.0,Centro,Dataset Original,,,
2025-04-02,Centro Histórico,Homicídio,1.0,Centro,Dataset Original,,,
2025-04-02,Lomba do Pinheiro,Homicídio,1.0,Leste,Dataset Original,,,
2025-04-02,Rio Branco,Furto de celular,1.0,Norte,Dataset Original,,,
2025-04-03,Rio Branco,Latrocínio,1.0,Norte,Dataset Original,,,
2025-04-04,Centro Histórico,Tráfico de drogas,1.0,Centro,Dataset Original,,,
2025-04-05,Centro Histórico,Homicídio,1.0,Centro,Dataset Original,,,
2025-04-06,Mont Serrat,Roubo a estabelecimento,1.0,Norte,Dataset Original,,,
2025-04-06,Petrópolis,Furto de celular,1.0,Norte,Dataset Original,,,
2025-04-06,Praia de Belas,Sequestro,1.0,Centro,Dataset Original,,,
2025-04-06,Sarandi,Roubo a estabelecimento,1.0,Norte,Dataset Original,,,
2025-04-06,Centro Histórico,Furto qualificado,1.0,Centro,Dataset Original,,,
2025-04-07,Lomba do Pinheiro,Roubo a pedestre,2.0,Leste,Dataset Original,,,
2025-04-07,Restinga,Lesão corporal,1.0,Sul,Dataset Original,,,
2025-04-08,Cidade Baixa,Latrocínio,1.0,Centro,Dataset Original,,,
2025-04-08,Farroupilha,Roubo de veículo,1.0,Norte,Dataset Original,,,
2025-04-08,Santana,Roubo a estabelecimento,1.0,Norte,Dataset Original,,,
2025-04-09,Farroupilha,Violência doméstica,1.0,Norte,Dataset Original,,,
2025-04-09,Rio Branco,Sequestro,1.0,Norte,Dataset Original,,,
2025-04-10,Partenon,Furto de celular,1.0,Leste,Dataset Original,,,
2025-04-10,Moinhos de Vento,Violência doméstica,1.0,Norte,Dataset Original,,,
